"protein1"	"protein2"	"combined_score"	"gene1"	"gene2"
"644286"	"9606.ENSP00000340220"	"9606.ENSP00000498715"	727	"INTS14"	"C7orf26"
"644288"	"9606.ENSP00000340220"	"9606.ENSP00000381064"	793	"INTS10"	"C7orf26"
"644289"	"9606.ENSP00000340220"	"9606.ENSP00000481184"	540	"CT45A8"	"C7orf26"
"644294"	"9606.ENSP00000340220"	"9606.ENSP00000470185"	540	"CT45A1"	"C7orf26"
"644295"	"9606.ENSP00000340220"	"9606.ENSP00000483619"	540	"CT45A2"	"C7orf26"
"644297"	"9606.ENSP00000340220"	"9606.ENSP00000484601"	540	"CT45A10"	"C7orf26"
"644298"	"9606.ENSP00000340220"	"9606.ENSP00000415433"	720	"INTS12"	"C7orf26"
"644299"	"9606.ENSP00000340220"	"9606.ENSP00000491427"	540	"INTS6L"	"C7orf26"
"644300"	"9606.ENSP00000340220"	"9606.ENSP00000479608"	540	"CT45A6"	"C7orf26"
"644301"	"9606.ENSP00000340220"	"9606.ENSP00000414237"	886	"INTS2"	"C7orf26"
"644305"	"9606.ENSP00000340220"	"9606.ENSP00000434466"	891	"INTS4"	"C7orf26"
"644306"	"9606.ENSP00000340220"	"9606.ENSP00000471418"	540	"CT45A3"	"C7orf26"
"644307"	"9606.ENSP00000340220"	"9606.ENSP00000385722"	922	"INTS1"	"C7orf26"
"644308"	"9606.ENSP00000340220"	"9606.ENSP00000427342"	540	"CT45A5"	"C7orf26"
"644324"	"9606.ENSP00000340243"	"9606.ENSP00000478725"	900	"SERINC3"	"IGHV3-16"
"644330"	"9606.ENSP00000340271"	"9606.ENSP00000358854"	996	"TAF5"	"TAF3"
"644334"	"9606.ENSP00000340271"	"9606.ENSP00000484789"	800	"TAF3"	"H4C5"
"644336"	"9606.ENSP00000340271"	"9606.ENSP00000445162"	979	"TAF3"	"GTF2H3"
"644339"	"9606.ENSP00000340271"	"9606.ENSP00000462355"	800	"TAF3"	"H4C15"
"644340"	"9606.ENSP00000340271"	"9606.ENSP00000378702"	564	"TAF3"	"BRD2"
"644342"	"9606.ENSP00000340271"	"9606.ENSP00000491385"	540	"TAF3"	"TAF11L6"
"644344"	"9606.ENSP00000340271"	"9606.ENSP00000366974"	800	"TAF3"	"H4C2"
"644350"	"9606.ENSP00000340271"	"9606.ENSP00000370193"	995	"TAF9"	"TAF3"
"644355"	"9606.ENSP00000340271"	"9606.ENSP00000367034"	800	"TAF3"	"H4C3"
"644356"	"9606.ENSP00000340271"	"9606.ENSP00000461879"	895	"TAF3"	"POLR2A"
"644359"	"9606.ENSP00000340271"	"9606.ENSP00000377969"	979	"TAF3"	"GTF2F1"
"644363"	"9606.ENSP00000340271"	"9606.ENSP00000479461"	800	"TAF3"	"H4C4"
"644364"	"9606.ENSP00000340271"	"9606.ENSP00000379372"	979	"TAF3"	"GTF2A2"
"644366"	"9606.ENSP00000340271"	"9606.ENSP00000361597"	610	"TAF3"	"SPATA25"
"644367"	"9606.ENSP00000340271"	"9606.ENSP00000492752"	540	"TAF3"	"LINC02218"
"644372"	"9606.ENSP00000340271"	"9606.ENSP00000474096"	800	"TAF3"	"TAF15"
"644374"	"9606.ENSP00000340271"	"9606.ENSP00000385479"	810	"TAF3"	"H3C15"
"644381"	"9606.ENSP00000340271"	"9606.ENSP00000476100"	979	"TAF3"	"GTF2H5"
"644382"	"9606.ENSP00000340271"	"9606.ENSP00000491332"	540	"TAF3"	"TAF11L13"
"644383"	"9606.ENSP00000340271"	"9606.ENSP00000491351"	540	"TAF3"	"TAF11L7"
"644385"	"9606.ENSP00000340271"	"9606.ENSP00000489236"	800	"TAF3"	"H4C8"
"644386"	"9606.ENSP00000340271"	"9606.ENSP00000352252"	621	"TAF3"	"H3C12"
"644387"	"9606.ENSP00000340271"	"9606.ENSP00000367406"	991	"TAF3"	"TAF2"
"644389"	"9606.ENSP00000340271"	"9606.ENSP00000492874"	540	"TAF3"	"TAF11L5"
"644392"	"9606.ENSP00000340271"	"9606.ENSP00000406549"	994	"TAF3"	"TAF1"
"644393"	"9606.ENSP00000340271"	"9606.ENSP00000492787"	540	"TAF3"	"TAF11L3"
"644396"	"9606.ENSP00000340271"	"9606.ENSP00000385725"	895	"TAF3"	"POLR2F"
"644400"	"9606.ENSP00000340271"	"9606.ENSP00000452454"	979	"TAF3"	"GTF2A1"
"644401"	"9606.ENSP00000340271"	"9606.ENSP00000378350"	685	"TAF3"	"CDC23"
"644402"	"9606.ENSP00000340271"	"9606.ENSP00000369915"	629	"TAF3"	"NAP1L4"
"644404"	"9606.ENSP00000340271"	"9606.ENSP00000348168"	979	"TAF3"	"GTF2E2"
"644407"	"9606.ENSP00000340271"	"9606.ENSP00000494538"	813	"TAF3"	"CTCF"
"644411"	"9606.ENSP00000340271"	"9606.ENSP00000462980"	801	"TAF4B"	"TAF3"
"644412"	"9606.ENSP00000340271"	"9606.ENSP00000348554"	593	"TAF3"	"CDC16"
"644413"	"9606.ENSP00000340271"	"9606.ENSP00000476136"	800	"TAF3"	"H2BC11"
"644414"	"9606.ENSP00000340271"	"9606.ENSP00000462667"	800	"TAF3"	"H4C14"
"644416"	"9606.ENSP00000340271"	"9606.ENSP00000481486"	800	"TAF3"	"H4C9"
"644417"	"9606.ENSP00000340271"	"9606.ENSP00000481733"	800	"TAF3"	"MED29"
"644418"	"9606.ENSP00000340271"	"9606.ENSP00000354633"	997	"TAF3"	"TAF11"
"644424"	"9606.ENSP00000340271"	"9606.ENSP00000491873"	540	"TAF3"	"TAF11L10"
"644425"	"9606.ENSP00000340271"	"9606.ENSP00000347168"	800	"TAF3"	"H4C11"
"644426"	"9606.ENSP00000340271"	"9606.ENSP00000362068"	992	"TAF8"	"TAF3"
"644427"	"9606.ENSP00000340271"	"9606.ENSP00000498750"	800	"TAF3"	"CCNH"
"644429"	"9606.ENSP00000340271"	"9606.ENSP00000358154"	810	"TAF3"	"H3C14"
"644431"	"9606.ENSP00000340271"	"9606.ENSP00000359531"	979	"TAF3"	"GTF2B"
"644432"	"9606.ENSP00000340271"	"9606.ENSP00000355657"	720	"TAF3"	"H3-4"
"644433"	"9606.ENSP00000340271"	"9606.ENSP00000481920"	800	"TAF3"	"MED6"
"644434"	"9606.ENSP00000340271"	"9606.ENSP00000479794"	800	"TAF3"	"H4C12"
"644438"	"9606.ENSP00000340271"	"9606.ENSP00000492047"	540	"TAF3"	"TAF11L2"
"644440"	"9606.ENSP00000340271"	"9606.ENSP00000340823"	895	"TAF3"	"GTF2F2"
"644441"	"9606.ENSP00000340271"	"9606.ENSP00000361998"	842	"TAF7L"	"TAF3"
"644443"	"9606.ENSP00000340271"	"9606.ENSP00000342889"	895	"TAF3"	"POLR2K"
"644445"	"9606.ENSP00000340271"	"9606.ENSP00000370625"	895	"TAF3"	"POLR2B"
"644447"	"9606.ENSP00000340271"	"9606.ENSP00000362948"	800	"TAF3"	"MED18"
"644448"	"9606.ENSP00000340271"	"9606.ENSP00000480960"	800	"TAF3"	"H4C13"
"644451"	"9606.ENSP00000340271"	"9606.ENSP00000355051"	993	"TAF3"	"TAF13"
"644453"	"9606.ENSP00000340271"	"9606.ENSP00000498791"	800	"TAF3"	"MED19"
"644456"	"9606.ENSP00000340271"	"9606.ENSP00000491494"	540	"TAF3"	"TAF11L4"
"644457"	"9606.ENSP00000340271"	"9606.ENSP00000440100"	800	"TAF3"	"MED24"
"644459"	"9606.ENSP00000340271"	"9606.ENSP00000399982"	996	"TAF6"	"TAF3"
"644460"	"9606.ENSP00000340271"	"9606.ENSP00000499501"	568	"TAF3"	"H3-2"
"644461"	"9606.ENSP00000340271"	"9606.ENSP00000428426"	900	"TCEA1"	"TAF3"
"644464"	"9606.ENSP00000340271"	"9606.ENSP00000443017"	800	"TAF3"	"H4-16"
"644466"	"9606.ENSP00000340271"	"9606.ENSP00000418379"	540	"TAF3"	"TAF1L"
"644468"	"9606.ENSP00000340271"	"9606.ENSP00000479106"	800	"TAF3"	"H4C1"
"644469"	"9606.ENSP00000340271"	"9606.ENSP00000491174"	540	"TAF3"	"TAF11L8"
"644471"	"9606.ENSP00000340271"	"9606.ENSP00000478303"	895	"TAF3"	"POLR2E"
"644472"	"9606.ENSP00000340271"	"9606.ENSP00000478501"	600	"TAF3"	"ANAPC10"
"644473"	"9606.ENSP00000340271"	"9606.ENSP00000357047"	800	"TAF3"	"MED23"
"644478"	"9606.ENSP00000340271"	"9606.ENSP00000482438"	800	"TAF3"	"MED22"
"644479"	"9606.ENSP00000340271"	"9606.ENSP00000491758"	540	"TAF3"	"TAF11L12"
"644481"	"9606.ENSP00000340271"	"9606.ENSP00000415536"	895	"TAF3"	"POLR2H"
"644482"	"9606.ENSP00000340271"	"9606.ENSP00000375809"	979	"TAF3"	"ERCC2"
"644484"	"9606.ENSP00000340271"	"9606.ENSP00000492463"	540	"TAF3"	"TAF11L9"
"644485"	"9606.ENSP00000340271"	"9606.ENSP00000491846"	540	"TAF3"	"TAF11L11"
"644487"	"9606.ENSP00000340271"	"9606.ENSP00000491472"	540	"TAF3"	"TAF11L14"
"644500"	"9606.ENSP00000340278"	"9606.ENSP00000376077"	507	"SUMO1"	"PARK7"
"644501"	"9606.ENSP00000340278"	"9606.ENSP00000348965"	499	"PARK7"	"DYNC1H1"
"644508"	"9606.ENSP00000340278"	"9606.ENSP00000477310"	499	"PARK7"	"DYNLL2"
"644516"	"9606.ENSP00000340278"	"9606.ENSP00000350071"	621	"STRN3"	"PARK7"
"644553"	"9606.ENSP00000340278"	"9606.ENSP00000361021"	729	"PTEN"	"PARK7"
"644570"	"9606.ENSP00000340278"	"9606.ENSP00000360609"	499	"PARK7"	"HSP90AB1"
"644571"	"9606.ENSP00000340278"	"9606.ENSP00000355955"	482	"PARK7"	"NENF"
"644572"	"9606.ENSP00000340278"	"9606.ENSP00000437125"	535	"PARK7"	"HSPA8"
"644589"	"9606.ENSP00000340278"	"9606.ENSP00000364204"	979	"PINK1"	"PARK7"
"644597"	"9606.ENSP00000340278"	"9606.ENSP00000433623"	692	"TRAF6"	"PARK7"
"644600"	"9606.ENSP00000340278"	"9606.ENSP00000426909"	448	"RACK1"	"PARK7"
"644633"	"9606.ENSP00000340278"	"9606.ENSP00000408411"	499	"PARK7"	"LAMP2"
"644635"	"9606.ENSP00000340278"	"9606.ENSP00000414398"	444	"PARK7"	"DNAJB11"
"644665"	"9606.ENSP00000340278"	"9606.ENSP00000380308"	499	"PARK7"	"DYNC1I2"
"644670"	"9606.ENSP00000340278"	"9606.ENSP00000351777"	580	"VCP"	"PARK7"
"644672"	"9606.ENSP00000340278"	"9606.ENSP00000363435"	751	"PARK7"	"ITPR3"
"644676"	"9606.ENSP00000340278"	"9606.ENSP00000431512"	499	"PARK7"	"HSF1"
"644678"	"9606.ENSP00000340278"	"9606.ENSP00000355865"	967	"PRKN"	"PARK7"
"644682"	"9606.ENSP00000340278"	"9606.ENSP00000362010"	420	"PARK7"	"ANXA7"
"644685"	"9606.ENSP00000340278"	"9606.ENSP00000376297"	499	"PARK7"	"DYNLL1"
"644713"	"9606.ENSP00000340278"	"9606.ENSP00000351908"	772	"PARK7"	"MAP3K5"
"644717"	"9606.ENSP00000340278"	"9606.ENSP00000377245"	646	"PARK7"	"KEAP1"
"644721"	"9606.ENSP00000340278"	"9606.ENSP00000389649"	521	"PARK7"	"ATP5PF"
"644724"	"9606.ENSP00000340278"	"9606.ENSP00000465676"	571	"PIAS2"	"PARK7"
"644732"	"9606.ENSP00000340278"	"9606.ENSP00000500990"	862	"SNCA"	"PARK7"
"644735"	"9606.ENSP00000340278"	"9606.ENSP00000462729"	861	"PARK7"	"OTUD7B"
"644741"	"9606.ENSP00000340278"	"9606.ENSP00000354687"	674	"PARK7"	"MT-ND1"
"644743"	"9606.ENSP00000340278"	"9606.ENSP00000378487"	727	"VDAC1"	"PARK7"
"644759"	"9606.ENSP00000340278"	"9606.ENSP00000357484"	484	"PARK7"	"GOPC"
"644761"	"9606.ENSP00000340278"	"9606.ENSP00000377696"	476	"PARK7"	"NIT2"
"644765"	"9606.ENSP00000340278"	"9606.ENSP00000365804"	525	"PARK7"	"HDAC6"
"644767"	"9606.ENSP00000340278"	"9606.ENSP00000340305"	499	"UBE2V1"	"PARK7"
"644772"	"9606.ENSP00000340278"	"9606.ENSP00000365230"	610	"PARK7"	"BCL2L1"
"644809"	"9606.ENSP00000340279"	"9606.ENSP00000343818"	497	"SSX2IP"	"CDK5RAP2"
"644819"	"9606.ENSP00000340279"	"9606.ENSP00000344314"	483	"SSX2IP"	"OFD1"
"644829"	"9606.ENSP00000340279"	"9606.ENSP00000352572"	497	"SSX2IP"	"PCNT"
"644838"	"9606.ENSP00000340279"	"9606.ENSP00000377941"	926	"SSX2IP"	"ACTN1"
"644842"	"9606.ENSP00000340279"	"9606.ENSP00000355771"	948	"SSX2IP"	"AFDN"
"644888"	"9606.ENSP00000340279"	"9606.ENSP00000420180"	621	"SSX2IP"	"CCDC14"
"644900"	"9606.ENSP00000340292"	"9606.ENSP00000498587"	795	"NOTCH1"	"DLK1"
"644911"	"9606.ENSP00000340292"	"9606.ENSP00000344572"	570	"FIBP"	"DLK1"
"644928"	"9606.ENSP00000340292"	"9606.ENSP00000349877"	414	"DLK1"	"ATP13A1"
"644981"	"9606.ENSP00000340305"	"9606.ENSP00000356426"	795	"UBE2V1"	"TAB2"
"644988"	"9606.ENSP00000340305"	"9606.ENSP00000386541"	457	"UBE2V1"	"PSMD14"
"645001"	"9606.ENSP00000340305"	"9606.ENSP00000355865"	716	"UBE2V1"	"PRKN"
"645007"	"9606.ENSP00000340305"	"9606.ENSP00000381717"	851	"UBE2V1"	"UBE2D2"
"645009"	"9606.ENSP00000340305"	"9606.ENSP00000408292"	714	"UBE2V1"	"TRIM32"
"645010"	"9606.ENSP00000340305"	"9606.ENSP00000441543"	965	"UBE2V1"	"UBC"
"645014"	"9606.ENSP00000340305"	"9606.ENSP00000344166"	800	"UBE2V1"	"TMEM189-UBE2V1"
"645027"	"9606.ENSP00000340305"	"9606.ENSP00000414095"	623	"UBE2V1"	"CUL2"
"645030"	"9606.ENSP00000340305"	"9606.ENSP00000477613"	603	"UBE2V1"	"BIRC2"
"645032"	"9606.ENSP00000340305"	"9606.ENSP00000498374"	499	"UBE2V1"	"ALPK1"
"645034"	"9606.ENSP00000340305"	"9606.ENSP00000352572"	499	"UBE2V1"	"PCNT"
"645036"	"9606.ENSP00000340305"	"9606.ENSP00000358335"	633	"UBE2V1"	"MAP3K7"
"645040"	"9606.ENSP00000340305"	"9606.ENSP00000360116"	644	"UBE2V1"	"UBE2U"
"645061"	"9606.ENSP00000340305"	"9606.ENSP00000361064"	435	"UBE2V1"	"MINPP1"
"645065"	"9606.ENSP00000340305"	"9606.ENSP00000478771"	950	"UBE2V1"	"UBB"
"645068"	"9606.ENSP00000340305"	"9606.ENSP00000351789"	716	"UBE2V1"	"PELI1"
"645069"	"9606.ENSP00000340305"	"9606.ENSP00000358997"	499	"UBE2V1"	"IRAK1"
"645074"	"9606.ENSP00000340305"	"9606.ENSP00000368215"	703	"UBE2V1"	"TAB3"
"645081"	"9606.ENSP00000340305"	"9606.ENSP00000373772"	900	"UBE2V1"	"RNF20"
"645083"	"9606.ENSP00000340305"	"9606.ENSP00000479889"	499	"UBE2V1"	"IRAK4"
"645089"	"9606.ENSP00000340305"	"9606.ENSP00000354911"	499	"UBE2V1"	"TIFA"
"645090"	"9606.ENSP00000340305"	"9606.ENSP00000428209"	903	"UBE2V2"	"UBE2V1"
"645092"	"9606.ENSP00000340305"	"9606.ENSP00000433623"	992	"UBE2V1"	"TRAF6"
"645093"	"9606.ENSP00000340305"	"9606.ENSP00000369373"	489	"UBE2V1"	"TRIM5"
"645099"	"9606.ENSP00000340305"	"9606.ENSP00000348838"	528	"UBE2V1"	"UBE2C"
"645101"	"9606.ENSP00000340305"	"9606.ENSP00000349722"	601	"UBE2V1"	"UBE2D3"
"645111"	"9606.ENSP00000340305"	"9606.ENSP00000483825"	499	"UBE2V1"	"IKBKG"
"645112"	"9606.ENSP00000340305"	"9606.ENSP00000363019"	601	"UBE2V1"	"UBE2D1"
"645114"	"9606.ENSP00000340305"	"9606.ENSP00000377769"	499	"UBE2V1"	"ARL13B"
"645116"	"9606.ENSP00000340305"	"9606.ENSP00000388107"	961	"UBE2V1"	"UBA52"
"645121"	"9606.ENSP00000340305"	"9606.ENSP00000360613"	937	"UBE2V1"	"UBE2A"
"645162"	"9606.ENSP00000340329"	"9606.ENSP00000352738"	899	"G3BP2"	"CAPRIN1"
"645172"	"9606.ENSP00000340329"	"9606.ENSP00000377681"	998	"G3BP1"	"CAPRIN1"
"645223"	"9606.ENSP00000340329"	"9606.ENSP00000405111"	470	"DHX57"	"CAPRIN1"
"645235"	"9606.ENSP00000340329"	"9606.ENSP00000446576"	501	"CAPRIN1"	"ATXN2"
"645242"	"9606.ENSP00000340329"	"9606.ENSP00000457411"	491	"USP10"	"CAPRIN1"
"645282"	"9606.ENSP00000340329"	"9606.ENSP00000354125"	464	"EIF3B"	"CAPRIN1"
"645294"	"9606.ENSP00000340329"	"9606.ENSP00000401371"	539	"TIA1"	"CAPRIN1"
"645295"	"9606.ENSP00000340329"	"9606.ENSP00000360922"	422	"STAU1"	"CAPRIN1"
"645325"	"9606.ENSP00000340329"	"9606.ENSP00000360034"	479	"SERBP1"	"CAPRIN1"
"645327"	"9606.ENSP00000340329"	"9606.ENSP00000369757"	422	"RPS6"	"CAPRIN1"
"645338"	"9606.ENSP00000340329"	"9606.ENSP00000354394"	722	"STAT1"	"CAPRIN1"
"645339"	"9606.ENSP00000340329"	"9606.ENSP00000358089"	583	"TIAL1"	"CAPRIN1"
"645348"	"9606.ENSP00000340329"	"9606.ENSP00000359506"	856	"FMR1"	"CAPRIN1"
"645437"	"9606.ENSP00000340329"	"9606.ENSP00000362774"	432	"RC3H2"	"CAPRIN1"
"645449"	"9606.ENSP00000340329"	"9606.ENSP00000425561"	662	"EIF4E"	"CAPRIN1"
"645453"	"9606.ENSP00000340329"	"9606.ENSP00000350170"	704	"FXR1"	"CAPRIN1"
"645455"	"9606.ENSP00000340329"	"9606.ENSP00000377001"	461	"SPOP"	"CAPRIN1"
"645479"	"9606.ENSP00000340330"	"9606.ENSP00000477527"	499	"KAT5"	"H2BC17"
"645483"	"9606.ENSP00000340330"	"9606.ENSP00000405330"	716	"KAT5"	"ESR1"
"645484"	"9606.ENSP00000340330"	"9606.ENSP00000466399"	499	"RAD51D"	"KAT5"
"645486"	"9606.ENSP00000340330"	"9606.ENSP00000397552"	975	"KAT5"	"ACTL6A"
"645487"	"9606.ENSP00000340330"	"9606.ENSP00000379078"	773	"KAT5"	"EHMT2"
"645488"	"9606.ENSP00000340330"	"9606.ENSP00000434024"	718	"KAT5"	"H2AX"
"645491"	"9606.ENSP00000340330"	"9606.ENSP00000351490"	457	"MAX"	"KAT5"
"645495"	"9606.ENSP00000340330"	"9606.ENSP00000365851"	551	"KAT5"	"BMI1"
"645496"	"9606.ENSP00000340330"	"9606.ENSP00000410042"	591	"KAT5"	"BRD1"
"645500"	"9606.ENSP00000340330"	"9606.ENSP00000358151"	499	"KAT5"	"H2BC21"
"645503"	"9606.ENSP00000340330"	"9606.ENSP00000378974"	499	"MAPK8"	"KAT5"
"645507"	"9606.ENSP00000340330"	"9606.ENSP00000352173"	654	"PLAC1"	"KAT5"
"645510"	"9606.ENSP00000340330"	"9606.ENSP00000351446"	720	"WDR5"	"KAT5"
"645514"	"9606.ENSP00000340330"	"9606.ENSP00000371469"	499	"RAD1"	"KAT5"
"645519"	"9606.ENSP00000340330"	"9606.ENSP00000473391"	405	"KAT5"	"COMMD3-BMI1"
"645525"	"9606.ENSP00000340330"	"9606.ENSP00000497609"	912	"KAT5"	"INO80"
"645531"	"9606.ENSP00000340330"	"9606.ENSP00000352925"	999	"TRRAP"	"KAT5"
"645534"	"9606.ENSP00000340330"	"9606.ENSP00000462945"	936	"MSL1"	"KAT5"
"645535"	"9606.ENSP00000340330"	"9606.ENSP00000499501"	735	"KAT5"	"H3-2"
"645538"	"9606.ENSP00000340330"	"9606.ENSP00000345571"	620	"KAT5"	"E2F1"
"645545"	"9606.ENSP00000340330"	"9606.ENSP00000384273"	891	"RELA"	"KAT5"
"645546"	"9606.ENSP00000340330"	"9606.ENSP00000384198"	720	"KAT5"	"INO80D"
"645552"	"9606.ENSP00000340330"	"9606.ENSP00000359518"	964	"MRGBP"	"KAT5"
"645557"	"9606.ENSP00000340330"	"9606.ENSP00000476136"	499	"KAT5"	"H2BC11"
"645558"	"9606.ENSP00000340330"	"9606.ENSP00000374212"	999	"KAT5"	"EP400"
"645561"	"9606.ENSP00000340330"	"9606.ENSP00000454062"	519	"NRL"	"KAT5"
"645565"	"9606.ENSP00000340330"	"9606.ENSP00000352516"	670	"KAT5"	"DNMT1"
"645572"	"9606.ENSP00000340330"	"9606.ENSP00000416706"	546	"KAT5"	"ACTBL2"
"645575"	"9606.ENSP00000340330"	"9606.ENSP00000481622"	499	"KAT5"	"H2BS1"
"645576"	"9606.ENSP00000340330"	"9606.ENSP00000498587"	522	"NOTCH1"	"KAT5"
"645578"	"9606.ENSP00000340330"	"9606.ENSP00000418960"	663	"KAT5"	"BRCA1"
"645584"	"9606.ENSP00000340330"	"9606.ENSP00000350267"	480	"KAT5"	"BRPF3"
"645585"	"9606.ENSP00000340330"	"9606.ENSP00000366962"	412	"KAT5"	"H2BC10"
"645586"	"9606.ENSP00000340330"	"9606.ENSP00000477907"	499	"KAT5"	"H2BC14"
"645590"	"9606.ENSP00000340330"	"9606.ENSP00000483903"	499	"KAT5"	"H2BC15"
"645596"	"9606.ENSP00000340330"	"9606.ENSP00000378784"	540	"PHF20L1"	"KAT5"
"645599"	"9606.ENSP00000340330"	"9606.ENSP00000369411"	499	"RFC3"	"KAT5"
"645601"	"9606.ENSP00000340330"	"9606.ENSP00000343129"	486	"TRIM29"	"KAT5"
"645605"	"9606.ENSP00000340330"	"9606.ENSP00000495360"	803	"KAT5"	"CTNNB1"
"645608"	"9606.ENSP00000340330"	"9606.ENSP00000378295"	416	"KAT5"	"INCENP"
"645611"	"9606.ENSP00000340330"	"9606.ENSP00000371475"	499	"TP53BP1"	"KAT5"
"645614"	"9606.ENSP00000340330"	"9606.ENSP00000396749"	734	"KAT5"	"KANSL3"
"645618"	"9606.ENSP00000340330"	"9606.ENSP00000350676"	403	"PHF8"	"KAT5"
"645620"	"9606.ENSP00000340330"	"9606.ENSP00000406162"	499	"PRMT1"	"KAT5"
"645622"	"9606.ENSP00000340330"	"9606.ENSP00000349640"	912	"MCRS1"	"KAT5"
"645624"	"9606.ENSP00000340330"	"9606.ENSP00000346464"	969	"VPS72"	"KAT5"
"645628"	"9606.ENSP00000340330"	"9606.ENSP00000408295"	499	"RFC5"	"KAT5"
"645634"	"9606.ENSP00000340330"	"9606.ENSP00000482674"	630	"KAT5"	"H2BC3"
"645636"	"9606.ENSP00000340330"	"9606.ENSP00000369857"	499	"KAT5"	"ABRAXAS1"
"645637"	"9606.ENSP00000340330"	"9606.ENSP00000347232"	499	"KAT5"	"BLM"
"645638"	"9606.ENSP00000340330"	"9606.ENSP00000493712"	499	"RAD51"	"KAT5"
"645642"	"9606.ENSP00000340330"	"9606.ENSP00000356421"	900	"UCHL5"	"KAT5"
"645645"	"9606.ENSP00000340330"	"9606.ENSP00000479598"	499	"RHNO1"	"KAT5"
"645646"	"9606.ENSP00000340330"	"9606.ENSP00000343741"	499	"KAT5"	"ATR"
"645647"	"9606.ENSP00000340330"	"9606.ENSP00000352271"	499	"XRCC2"	"KAT5"
"645655"	"9606.ENSP00000340330"	"9606.ENSP00000369695"	719	"MLLT3"	"KAT5"
"645662"	"9606.ENSP00000340330"	"9606.ENSP00000362166"	992	"MEAF6"	"KAT5"
"645663"	"9606.ENSP00000340330"	"9606.ENSP00000361473"	499	"KDM4A"	"KAT5"
"645664"	"9606.ENSP00000340330"	"9606.ENSP00000363124"	768	"PHF20"	"KAT5"
"645667"	"9606.ENSP00000340330"	"9606.ENSP00000481021"	499	"SEM1"	"KAT5"
"645670"	"9606.ENSP00000340330"	"9606.ENSP00000360609"	476	"KAT5"	"HSP90AB1"
"645675"	"9606.ENSP00000340330"	"9606.ENSP00000477213"	994	"KAT5"	"APBB1"
"645676"	"9606.ENSP00000340330"	"9606.ENSP00000375639"	900	"TFPT"	"KAT5"
"645679"	"9606.ENSP00000340330"	"9606.ENSP00000380494"	615	"MYCL"	"KAT5"
"645687"	"9606.ENSP00000340330"	"9606.ENSP00000372351"	630	"NSD2"	"KAT5"
"645689"	"9606.ENSP00000340330"	"9606.ENSP00000343535"	552	"USP7"	"KAT5"
"645694"	"9606.ENSP00000340330"	"9606.ENSP00000369497"	499	"KAT5"	"BRCA2"
"645695"	"9606.ENSP00000340330"	"9606.ENSP00000363193"	441	"MED12"	"KAT5"
"645696"	"9606.ENSP00000340330"	"9606.ENSP00000468304"	978	"MBTD1"	"KAT5"
"645697"	"9606.ENSP00000340330"	"9606.ENSP00000479617"	842	"UHRF1"	"KAT5"
"645703"	"9606.ENSP00000340330"	"9606.ENSP00000365588"	788	"MDC1"	"KAT5"
"645705"	"9606.ENSP00000340330"	"9606.ENSP00000463154"	974	"KAT5"	"ANP32E"
"645706"	"9606.ENSP00000340330"	"9606.ENSP00000379372"	499	"KAT5"	"GTF2A2"
"645714"	"9606.ENSP00000340330"	"9606.ENSP00000376440"	499	"RAD9B"	"KAT5"
"645719"	"9606.ENSP00000340330"	"9606.ENSP00000391457"	900	"KAT5"	"INO80C"
"645723"	"9606.ENSP00000340330"	"9606.ENSP00000340347"	499	"TCF7"	"KAT5"
"645728"	"9606.ENSP00000340330"	"9606.ENSP00000490767"	672	"KAT5"	"ING5"
"645729"	"9606.ENSP00000340330"	"9606.ENSP00000457016"	900	"KAT5"	"INO80E"
"645731"	"9606.ENSP00000340330"	"9606.ENSP00000498251"	426	"MTUS2"	"KAT5"
"645732"	"9606.ENSP00000340330"	"9606.ENSP00000362824"	804	"OGT"	"KAT5"
"645735"	"9606.ENSP00000340330"	"9606.ENSP00000481380"	499	"KAT5"	"CCNA2"
"645736"	"9606.ENSP00000340330"	"9606.ENSP00000368632"	499	"KAT5"	"GATA3"
"645739"	"9606.ENSP00000340330"	"9606.ENSP00000362649"	895	"KAT5"	"HDAC1"
"645743"	"9606.ENSP00000340330"	"9606.ENSP00000368100"	630	"RAD50"	"KAT5"
"645744"	"9606.ENSP00000340330"	"9606.ENSP00000426191"	499	"RAD17"	"KAT5"
"645745"	"9606.ENSP00000340330"	"9606.ENSP00000376272"	499	"RFC4"	"KAT5"
"645748"	"9606.ENSP00000340330"	"9606.ENSP00000436926"	900	"NFRKB"	"KAT5"
"645753"	"9606.ENSP00000340330"	"9606.ENSP00000486891"	499	"TCF7L2"	"KAT5"
"645754"	"9606.ENSP00000340330"	"9606.ENSP00000355657"	898	"KAT5"	"H3-4"
"645758"	"9606.ENSP00000340330"	"9606.ENSP00000358154"	477	"KAT5"	"H3C14"
"645764"	"9606.ENSP00000340330"	"9606.ENSP00000452454"	499	"KAT5"	"GTF2A1"
"645766"	"9606.ENSP00000340330"	"9606.ENSP00000428209"	499	"UBE2V2"	"KAT5"
"645770"	"9606.ENSP00000340330"	"9606.ENSP00000478887"	867	"MYC"	"KAT5"
"645772"	"9606.ENSP00000340330"	"9606.ENSP00000479169"	499	"KAT5"	"H2BC9"
"645775"	"9606.ENSP00000340330"	"9606.ENSP00000384330"	443	"MYH8"	"KAT5"
"645776"	"9606.ENSP00000340330"	"9606.ENSP00000408617"	970	"KAT5"	"HDAC9"
"645780"	"9606.ENSP00000340330"	"9606.ENSP00000406037"	900	"KAT8"	"KAT5"
